name,total_reviews,avg_rating,min_rating,max_rating,negative_reviews,neutral_reviews,positive_reviews,not_recommended_count,avg_helpful_votes,total_helpful_votes,avg_review_length_words,first_review_date,last_review_date,brand,primaryCategories,negative_review_rate,positive_review_rate,not_recommended_rate,review_period_days,review_frequency
"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",82,4.585365853658536,1,5,2,2,78,3,0.573170731707317,47.0,25.853658536585368,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0.024390243902439025,0.9512195121951219,0.036585365853658534,308.0,0.2662337662337662
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",233,4.630901287553648,1,5,9,10,214,12,0.45493562231759654,106.0,41.0,2017-06-15 00:00:00+00:00,2018-09-10 00:32:46+00:00,Amazon,Electronics,0.03862660944206009,0.9184549356223176,0.05150214592274678,452.0,0.5154867256637168
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",160,4.6,1,5,5,2,153,9,0.73125,117.0,35.90625,2017-06-07 00:00:00+00:00,2018-05-22 00:00:00+00:00,Amazon,Electronics,0.03125,0.95625,0.05625,349.0,0.4584527220630373
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2370,4.584388185654008,1,5,47,80,2243,92,0.17172995780590716,407.0,32.01476793248945,2016-09-21 00:00:00+00:00,2017-07-28 00:00:00+00:00,Amazon,Electronics,0.019831223628691982,0.9464135021097047,0.038818565400843885,310.0,7.645161290322581
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",67,4.522388059701493,1,5,2,0,65,2,0.07462686567164178,5.0,33.35820895522388,2016-11-04 00:00:00+00:00,2017-04-04 00:00:00+00:00,Amazon,Electronics,0.029850746268656716,0.9701492537313433,0.029850746268656716,151.0,0.44370860927152317
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",140,4.542857142857143,1,5,5,4,131,8,1.1714285714285715,164.0,47.31428571428572,2016-10-05 00:00:00+00:00,2017-06-02 00:00:00+00:00,Amazon,Electronics,0.03571428571428571,0.9357142857142857,0.05714285714285714,240.0,0.5833333333333334
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue",156,4.583333333333333,1,5,5,3,148,7,1.2179487179487178,190.0,47.55769230769231,2016-10-05 00:00:00+00:00,2017-06-03 00:00:00+00:00,Amazon,Electronics,0.03205128205128205,0.9487179487179487,0.04487179487179487,241.0,0.6473029045643154
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",115,4.565217391304348,1,5,3,4,108,6,1.5478260869565217,178.0,54.93043478260869,2016-10-05 00:00:00+00:00,2017-05-09 00:00:00+00:00,Amazon,Electronics,0.02608695652173913,0.9391304347826087,0.05217391304347826,216.0,0.5324074074074074
"All-New Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",17,4.588235294117647,3,5,0,1,16,1,1.6470588235294117,28.0,54.11764705882353,2016-09-25 00:00:00+00:00,2018-05-02 16:39:06+00:00,Amazon,Electronics,0.0,0.9411764705882353,0.058823529411764705,584.0,0.02910958904109589
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi + Free Cellular Connectivity",4,4.75,4,5,0,0,4,0,3.0,12.0,97.5,2017-11-04 00:00:00+00:00,2017-12-23 00:00:00+00:00,Amazon,"Electronics,Media",0.0,1.0,0.0,49.0,0.08163265306122448
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi - Includes Special Offers",7,4.428571428571429,3,5,0,1,6,1,0.8571428571428571,6.0,43.142857142857146,2017-12-14 00:00:00+00:00,2018-02-25 00:00:00+00:00,Amazon,"Electronics,Media",0.0,0.8571428571428571,0.14285714285714285,73.0,0.0958904109589041
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",22,4.590909090909091,2,5,1,0,21,1,1.1818181818181819,26.0,48.36363636363637,2017-11-15 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,"Electronics,Media",0.045454545454545456,0.9545454545454546,0.045454545454545456,191.0,0.11518324607329843
"All-new Echo (2nd Generation) with improved sound, powered by Dolby, and a new design Walnut Finish",2,5.0,5,5,0,0,2,0,0.0,0.0,37.5,2018-01-17 00:00:00+00:00,2018-03-21 00:00:00+00:00,Amazon,"Electronics,Furniture",0.0,1.0,0.0,63.0,0.031746031746031744
Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,39,4.666666666666667,2,5,1,2,36,2,0.15384615384615385,6.0,25.846153846153847,2016-06-03 00:00:00+00:00,2017-07-07 00:00:00+00:00,Amazon,Electronics,0.02564102564102564,0.9230769230769231,0.05128205128205128,399.0,0.09774436090225563
Amazon Echo (1st Generationcertified) Color:White Free Shipping,13,4.3076923076923075,2,5,2,0,11,0,0.0,0.0,110.53846153846153,2016-02-23 00:00:00+00:00,2018-11-29 00:00:00+00:00,Amazon,Electronics,0.15384615384615385,0.8461538461538461,0.0,1010.0,0.01287128712871287
Amazon Echo (2nd Generation) Smart Assistant Oak Finish Priority Shipping,3,4.333333333333333,4,5,0,0,3,0,0.0,0.0,27.666666666666668,2018-01-22 00:00:00+00:00,2018-02-09 00:00:00+00:00,Amazon,Electronics,0.0,1.0,0.0,18.0,0.16666666666666666
Amazon Echo Show - Black,1,5.0,5,5,0,0,1,0,1.0,1.0,82.0,2018-06-11 00:00:00+00:00,2018-06-11 00:00:00+00:00,Amazon,Electronics,0.0,1.0,0.0,0.0,
Amazon Echo – White,2,5.0,5,5,0,0,2,0,0.0,0.0,29.5,2018-10-15 00:00:00+00:00,2018-10-26 00:00:00+00:00,Amazon,Electronics,0.0,1.0,0.0,11.0,0.18181818181818182
"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)",130,4.607692307692307,1,5,4,1,125,3,1.1307692307692307,147.0,35.13076923076923,2017-06-21 00:00:00+00:00,2018-06-03 18:06:56+00:00,Amazon,Electronics,0.03076923076923077,0.9615384615384616,0.023076923076923078,347.0,0.3746397694524496
Amazon Fire TV Gaming Edition Streaming Media Player,3,4.666666666666667,4,5,0,0,3,0,0.0,0.0,21.666666666666668,2017-02-08 00:00:00+00:00,2017-04-15 00:00:00+00:00,Amazon,Electronics,0.0,1.0,0.0,66.0,0.045454545454545456
Amazon Kindle Charger Power Adapter Wall Charger And Usb Cable Micro Usb Cord,9,4.666666666666667,2,5,1,0,8,0,0.0,0.0,62.55555555555556,2014-06-08 00:00:00+00:00,2018-04-08 00:00:00+00:00,Amazon,Electronics,0.1111111111111111,0.8888888888888888,0.0,1400.0,0.0064285714285714285
Amazon Kindle Replacement Power Adapter (Fits Latest Generation Kindle and Kindle DX) For shipment in the U.S only,5,2.8,1,5,3,0,2,0,72.2,361.0,109.4,2009-02-26 00:00:00+00:00,2009-05-27 00:00:00+00:00,Amazon,Electronics,0.6,0.4,0.0,90.0,0.05555555555555555
Amazon Tap Smart Assistant Alexaenabled (black) Brand New,601,4.537437603993345,1,5,21,28,552,40,0.940099833610649,565.0,40.021630615640596,2016-04-05 00:00:00+00:00,2019-01-08 00:00:00+00:00,Amazon,Electronics,0.03494176372712146,0.9184692179700499,0.06655574043261231,1008.0,0.5962301587301587
AmazonBasics 11.6-Inch Laptop Sleeve,6,4.0,3,5,0,3,3,0,0.0,0.0,232.0,,,Amazonbasics,Electronics,0.0,0.5,0.0,,
AmazonBasics 15.6-Inch Laptop and Tablet Bag,21,4.523809523809524,2,5,1,1,19,0,0.0,0.0,32.04761904761905,2016-07-04 00:00:00+00:00,2018-03-13 00:00:00+00:00,Amazonbasics,Electronics,0.047619047619047616,0.9047619047619048,0.0,617.0,0.03403565640194489
AmazonBasics 16-Gauge Speaker Wire - 100 Feet,5,5.0,5,5,0,0,5,0,0.0,0.0,6.4,2017-03-06 00:00:00+00:00,2018-06-20 00:00:00+00:00,Amazonbasics,Electronics,0.0,1.0,0.0,471.0,0.010615711252653927
AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,3728,4.453594420600858,1,5,343,175,3210,0,0.0,0.0,22.923551502145923,2015-04-30 00:00:00+00:00,2017-06-27 00:00:00+00:00,Amazonbasics,Health & Beauty,0.09200643776824034,0.8610515021459227,0.0,789.0,4.724968314321926
AmazonBasics AAA Performance Alkaline Batteries (36 Count),8343,4.448040273282992,1,5,803,359,7181,0,0.0,0.0,22.896559990411124,2015-03-15 00:00:00+00:00,2017-08-28 00:00:00+00:00,Amazonbasics,Health & Beauty,0.09624835191178233,0.8607215629869351,0.0,897.0,9.301003344481606
AmazonBasics Backpack for Laptops up to 17-inches,25,4.16,3,5,0,6,19,0,0.0,0.0,90.12,,,Amazonbasics,Electronics,0.0,0.76,0.0,,
AmazonBasics Bluetooth Keyboard for Android Devices - Black,6,4.333333333333333,4,5,0,0,6,0,145.0,870.0,183.16666666666666,,,AmazonBasics,Electronics,0.0,1.0,0.0,,
AmazonBasics Double-Door Folding Metal Dog Crate - Medium (36x23x25 Inches),2,3.5,3,4,0,1,1,0,0.0,0.0,38.5,2017-03-21 00:00:00+00:00,2017-09-04 00:00:00+00:00,AmazonBasics,Animals & Pet Supplies,0.0,0.5,0.0,167.0,0.011976047904191617
AmazonBasics External Hard Drive Case,6,4.5,3,5,0,1,5,0,0.0,0.0,69.66666666666667,2016-02-04 00:00:00+00:00,2019-01-28 00:00:00+00:00,Amazonbasics,Electronics,0.0,0.8333333333333334,0.0,1089.0,0.005509641873278237
AmazonBasics Nespresso Pod Storage Drawer - 50 Capsule Capacity,1,5.0,5,5,0,0,1,0,0.0,0.0,33.0,2017-12-21 00:00:00+00:00,2017-12-21 00:00:00+00:00,AmazonBasics,Home & Garden,0.0,1.0,0.0,0.0,
AmazonBasics Nylon CD/DVD Binder (400 Capacity),4,4.25,2,5,1,0,3,0,0.0,0.0,133.5,2017-11-12 00:00:00+00:00,2019-02-15 00:00:00+00:00,Amazonbasics,Electronics,0.25,0.75,0.0,460.0,0.008695652173913044
AmazonBasics Silicone Hot Handle Cover/Holder - Red,1,4.0,4,4,0,0,1,0,0.0,0.0,8.0,2018-01-14 00:00:00+00:00,2018-01-14 00:00:00+00:00,Amazonbasics,Home & Garden,0.0,1.0,0.0,0.0,
AmazonBasics Single-Door Folding Metal Dog Crate - Large (42x28x30 Inches),1,5.0,5,5,0,0,1,0,0.0,0.0,10.0,2017-07-03 00:00:00+00:00,2017-07-03 00:00:00+00:00,AmazonBasics,Animals & Pet Supplies,0.0,1.0,0.0,0.0,
AmazonBasics USB 3.0 Cable - A-Male to B-Male - 6 Feet (1.8 Meters),6,5.0,5,5,0,0,6,0,0.0,0.0,101.66666666666667,2014-08-06 00:00:00+00:00,2014-08-11 00:00:00+00:00,Amazonbasics,Electronics,0.0,1.0,0.0,5.0,1.2
AmazonBasics Ventilated Adjustable Laptop Stand,12,4.166666666666667,2,5,1,1,10,0,0.0,0.0,158.16666666666666,2017-11-24 00:00:00+00:00,2017-12-11 00:00:00+00:00,Amazonbasics,Electronics,0.08333333333333333,0.8333333333333334,0.0,17.0,0.7058823529411765
Cat Litter Box Covered Tray Kitten Extra Large Enclosed Hooded Hidden Toilet,2,5.0,5,5,0,0,2,0,0.0,0.0,18.5,2018-05-16 00:00:00+00:00,2018-11-21 00:00:00+00:00,Amazonbasics,Animals & Pet Supplies,0.0,1.0,0.0,189.0,0.010582010582010581
Certified Refurbished Amazon Echo,7,5.0,5,5,0,0,7,0,0.0,0.0,64.14285714285714,2017-01-18 00:00:00+00:00,2019-02-07 00:00:00+00:00,Amazon,Electronics,0.0,1.0,0.0,750.0,0.009333333333333334
Certified Refurbished Amazon Fire TV with Alexa Voice Remote,5,2.8,1,5,3,0,2,0,91.2,456.0,96.4,2016-06-19 00:00:00+00:00,2017-03-12 00:00:00+00:00,Amazon,Electronics,0.6,0.4,0.0,266.0,0.018796992481203006
Echo Dot (Previous generation),1,4.0,4,4,0,0,1,0,0.0,0.0,83.0,2017-06-21 00:00:00+00:00,2017-06-21 00:00:00+00:00,Amazon,Electronics,0.0,1.0,0.0,0.0,
Echo Spot Pair Kit (Black),2,4.5,4,5,0,0,2,0,0.0,0.0,51.0,2018-12-04 18:35:15+00:00,2018-12-07 18:14:33+00:00,Amazon,Electronics,0.0,1.0,0.0,2.0,1.0
Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,9,5.0,5,5,0,0,9,0,0.0,0.0,12.222222222222221,2017-01-12 00:00:00+00:00,2019-03-25 00:00:00+00:00,Amazonbasics,Office Supplies,0.0,1.0,0.0,802.0,0.011221945137157107
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",99,4.585858585858586,1,5,3,7,89,7,0.16161616161616163,16.0,35.64646464646464,2016-10-08 00:00:00+00:00,2017-08-11 00:00:00+00:00,Amazon,"Office Supplies,Electronics",0.030303030303030304,0.898989898989899,0.0707070707070707,307.0,0.32247557003257327
"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",2443,4.597216537044617,1,5,44,74,2325,83,0.1395824805566926,341.0,32.33319688907081,2016-10-08 00:00:00+00:00,2017-06-05 00:00:00+00:00,Amazon,Electronics,0.018010642652476462,0.9516987310683586,0.03397462136717151,240.0,10.179166666666667
"Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Tangerine - with Special Offers",156,4.589743589743589,1,5,4,3,149,6,1.2179487179487178,190.0,47.76282051282051,2016-10-05 00:00:00+00:00,2017-06-03 00:00:00+00:00,Amazon,Electronics,0.02564102564102564,0.9551282051282052,0.038461538461538464,241.0,0.6473029045643154
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",1425,4.534035087719298,1,5,47,74,1304,79,0.10736842105263159,153.0,32.30175438596491,2016-06-04 00:00:00+00:00,2017-06-02 00:00:00+00:00,Amazon,Electronics,0.03298245614035088,0.9150877192982456,0.05543859649122807,363.0,3.925619834710744
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",1212,4.534653465346534,1,5,38,66,1108,68,0.10891089108910891,132.0,32.386963696369634,2016-07-01 00:00:00+00:00,2017-06-02 00:00:00+00:00,Amazon,Electronics,0.03135313531353135,0.9141914191419142,0.056105610561056105,336.0,3.607142857142857
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",1676,4.531026252983294,1,5,54,93,1529,96,0.11813842482100238,198.0,32.07159904534606,2016-06-04 00:00:00+00:00,2017-07-22 00:00:00+00:00,Amazon,"Toys & Games,Electronics",0.032219570405727926,0.912291169451074,0.057279236276849645,413.0,4.058111380145278
Fire TV Stick Streaming Media Player Pair Kit,6,5.0,5,5,0,0,6,0,1.0,6.0,60.166666666666664,2018-07-10 00:00:00+00:00,2019-03-15 00:00:00+00:00,Amazon,Electronics,0.0,1.0,0.0,248.0,0.024193548387096774
"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",987,4.511651469098277,1,5,32,42,913,47,0.3120567375886525,308.0,30.466058763931105,2016-05-06 00:00:00+00:00,2017-08-03 00:00:00+00:00,Amazon,Electronics,0.03242147922998987,0.9250253292806484,0.047619047619047616,454.0,2.1740088105726874
"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",745,4.515436241610738,1,5,23,29,693,33,0.22818791946308725,170.0,30.798657718120804,2016-05-06 00:00:00+00:00,2017-06-03 00:00:00+00:00,Amazon,Electronics,0.03087248322147651,0.9302013422818792,0.04429530201342282,393.0,1.895674300254453
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",1024,4.5068359375,1,5,33,45,946,47,0.2919921875,299.0,30.1025390625,2016-05-07 00:00:00+00:00,2017-08-30 00:00:00+00:00,Amazon,Electronics,0.0322265625,0.923828125,0.0458984375,480.0,2.1333333333333333
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",287,4.543554006968641,1,5,4,17,266,17,0.5296167247386759,152.0,32.65853658536585,2016-08-02 00:00:00+00:00,2018-05-23 00:00:00+00:00,Amazon,"Office Supplies,Electronics",0.013937282229965157,0.926829268292683,0.059233449477351915,659.0,0.4355083459787557
"Kindle Oasis E-reader with Leather Charging Cover - Black, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",55,4.618181818181818,1,5,2,1,52,3,3.8,209.0,96.92727272727272,2016-04-28 00:00:00+00:00,2017-07-19 00:00:00+00:00,Amazon,Electronics,0.03636363636363636,0.9454545454545454,0.05454545454545454,447.0,0.12304250559284116
"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",54,4.62962962962963,1,5,1,1,52,2,3.0185185185185186,163.0,80.9074074074074,2016-04-28 00:00:00+00:00,2017-06-30 00:00:00+00:00,Amazon,"Electronics,Media",0.018518518518518517,0.9629629629629629,0.037037037037037035,428.0,0.1261682242990654
"Kindle Oasis E-reader with Leather Charging Cover - Walnut, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",62,4.612903225806452,1,5,2,1,59,3,2.774193548387097,172.0,95.43548387096774,2016-04-28 00:00:00+00:00,2017-06-30 00:00:00+00:00,Amazon,"Electronics,Media",0.03225806451612903,0.9516129032258065,0.04838709677419355,428.0,0.14485981308411214
Kindle PowerFast International Charging Kit (for accelerated charging in over 200 countries),5,4.8,4,5,0,0,5,0,62.6,313.0,128.0,2012-12-17 00:00:00+00:00,2014-12-17 00:00:00+00:00,Amazon,Electronics,0.0,1.0,0.0,730.0,0.00684931506849315
"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Free 3G + Wi-Fi - Includes Special Offers",36,4.888888888888889,4,5,0,0,36,0,3.4722222222222223,125.0,34.138888888888886,2015-01-02 00:00:00+00:00,2017-02-24 00:00:00+00:00,Amazon,"Electronics,Media",0.0,1.0,0.0,784.0,0.04591836734693878
"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",505,4.7267326732673265,1,5,6,12,487,12,1.3445544554455446,679.0,43.956435643564355,2014-10-24 00:00:00+00:00,2018-05-09 00:00:00+00:00,Amazon,Electronics,0.011881188118811881,0.9643564356435643,0.023762376237623763,1293.0,0.3905645784996133
Oem Amazon Kindle Power Usb Adapter Wall Travel Charger Fire/dx/+micro Usb Cable,4,1.0,1,1,4,0,0,0,217.0,868.0,135.0,2013-10-10 00:00:00+00:00,2015-04-11 00:00:00+00:00,Amazon,Electronics,1.0,0.0,0.0,548.0,0.0072992700729927005
"Two Door Top Load Pet Kennel Travel Crate Dog Cat Pet Cage Carrier Box Tray 23""",1,5.0,5,5,0,0,1,0,0.0,0.0,35.0,2018-10-12 00:00:00+00:00,2018-10-12 00:00:00+00:00,Amazonbasics,Animals & Pet Supplies,0.0,1.0,0.0,0.0,
